date,US Equity,US Treasuries,US TIPS,US REITs,Gold,Bitcoin,JPY
2005-07-31,0.000351219310640671,-0.010097054698539493,0.00019209042519489862,0.019373620766539312,-0.0063707878139995615,0.15400618314743042,-0.018214317584062018
2005-08-31,0.0008763504372051398,-0.007000814373091564,0.0013179738863385716,0.02464530235839902,-0.0011094001853080328,0.24398645758628845,-0.013086072049915715
2005-09-30,0.024460934215839877,0.009261028030847891,0.005100841122381127,0.0330146216091708,0.026302195237635783,-0.41045671701431274,0.0076746062746808116
2005-10-31,0.026834313060056326,0.010814028819674285,0.005681390695745053,0.03448251175571271,0.029822322916680792,-0.4507599174976349,0.010303166185727729
2005-11-30,0.025958664816184755,0.010126561896379716,0.006602993955102455,0.037335601813498785,0.020644196997253228,-0.5934343338012695,0.011253243173306882
2005-12-31,0.01729384764383521,0.004443667509980192,0.006132033466785244,0.04781177120681751,0.01446121359055243,-0.4167986512184143,0.0031553498515063446
2006-01-31,-0.002431147042321497,-0.013302898611005979,0.0008036030211150897,0.03364985445415869,-0.0057897796183870864,0.20114031434059143,-0.016065999979936477
2006-02-28,0.004365653454889108,-0.005731856243545989,0.004372343485734417,0.033607495390822945,0.001499300787666748,0.02003936469554901,-0.007462472238382698
2006-03-31,-0.00071949499063639,-0.012381727005032254,-0.0004549687098720353,0.024727542659988944,-0.004513068812281586,0.20565316081047058,-0.015022775595564076
2006-04-30,0.004677364360232732,-0.0015891156086005687,0.0026989932341776723,0.025390979856503355,0.003926811334789272,0.058219656348228455,-0.008749410665981571
2006-05-31,0.013335846433198517,0.0037877922786825552,0.0029895292573184095,0.035179514982500465,0.01466634005944423,-0.15059633553028107,-0.003531192063145749
2006-06-30,0.010144181336250339,0.0027601367511581806,0.003357551920041637,0.03231149643199981,0.010904731234236858,-0.03495743125677109,-0.007960762204065816
2006-07-31,0.017113164644229642,0.0069456399138030575,0.005600274960196312,0.03840800510920758,0.017167153775527685,-0.19153992831707,-0.0022150767791041266
2006-08-31,0.019197319958655784,0.0038904065110689306,0.004693375660293135,0.04133387710402495,0.0208619154129573,-0.23564523458480835,-0.0009835848454046907
2006-09-30,0.024017677905964145,0.008642120864451718,0.006437388512896964,0.042241500341091975,0.022516079313186804,-0.36634397506713867,0.00476446164831735
2006-10-31,0.002703768053697769,-0.006795122993972839,0.003929665554694103,0.032850030680294455,0.001135868156176223,0.18174538016319275,-0.014922538503161682
2006-11-30,0.0029105289640897775,-0.008778934506601093,0.002871006023237273,0.034747176346977215,0.0018007680441479348,0.16618964076042175,-0.01715028045916039
2006-12-31,0.0022333058715922685,-0.010087055003532684,0.0022469027949937317,0.032240513479284874,-0.0003828290285254679,0.22354623675346375,-0.016001781589119426
2007-01-31,0.006625905681614274,-0.00039326108976920227,0.0028714366012376276,0.023615706493367274,0.0040405200486337625,0.2609597444534302,-0.0013098673230661003
2007-02-28,0.00507005967145501,0.0011679344030864776,0.003473581390632894,0.026364623628626353,0.009866828908402965,0.21195685863494873,-0.0033345057791498703
2007-03-31,0.004203541783036882,0.0005395376411359495,0.0032546809442270575,0.024967168860908332,0.009022335331906266,0.2568213641643524,-0.004587255752299626
2007-04-30,0.007108772940998297,0.003678279491847222,0.0027986000247149233,0.02897164424075544,0.01991516542033067,0.05713836848735809,-0.005692620723194252
2007-05-31,0.007793247342743222,0.0020711785561023845,0.003068625220023346,0.03454393526841948,0.014812255764005156,0.06240694224834442,-0.0013953894035265131
2007-06-30,0.008649899236781375,0.003293262797275728,0.0037552856953382806,0.03883161679878627,0.016947925367697785,0.0397576242685318,-0.0017777717466753334
2007-07-31,0.009502327786747419,0.0026824472917156327,0.004730673166840385,0.04587423568360381,0.017807581295620593,0.08427411317825317,-0.0027372151569025572
2007-08-31,0.0142918865149037,0.004712898585212918,0.002818273054128104,0.041395481644671384,0.02854807569485407,-0.04759065806865692,-0.002057823486477835
2007-09-30,0.015972928501357477,0.005805077530336066,0.0030780315799994362,0.041776568693634594,0.029858949789549873,-0.052514396607875824,-0.0020684126621119915
2007-10-31,0.019769145213799365,0.005539328502185908,0.0010848135063641527,0.034030184543040076,0.0334559911515354,-0.0981060266494751,0.0028011692836693164
2007-11-30,0.024560124470526995,0.006799521388357986,0.0006436406737200732,0.038953873664137474,0.04097977055622944,-0.08657651394605637,0.0039297432381754024
2007-12-31,0.024785834673706604,0.006642684627834693,0.0009802695682970795,0.03953987186019415,0.04195960296418025,-0.11831668019294739,0.002977940878703159
2008-01-31,0.02515132558678425,0.006288577182658204,0.0009463991791835266,0.04357751264053346,0.039112049891286665,-0.11677496880292892,0.004629985690437418
2008-02-29,0.024816043824639984,0.005557801710211045,0.00022726864164784562,0.04247734744665478,0.042102969600368995,-0.12589144706726074,0.00434552536545976
2008-03-31,0.027290686667030342,0.0061146069209026856,-0.0003061463235093228,0.03968998993693611,0.0462931330232771,-0.056469254195690155,0.007014643447592579
2008-04-30,0.02372341131458235,0.005442851545942919,0.00014285183215935297,0.03778644105627854,0.04640676363669938,-0.06446236371994019,0.003209732585642773
2008-05-31,0.02479621404903308,0.005243040875028485,0.00024118627400873758,0.0392001299306461,0.045226877259780376,-0.26241031289100647,0.006502324484816355
2008-06-30,0.023573159030330713,0.005177808049254605,0.0006488236579286319,0.038225131360322046,0.04591952592711416,-0.2744663655757904,0.005683138926254671
2008-07-31,0.01420208554098216,0.005401528838857269,0.004177584256892552,0.021954018629202612,0.026501655710816398,-0.4426286816596985,0.003731583606886301
2008-08-31,0.013787410811318497,0.005831134810776227,0.004657153619442401,0.020651591881010723,0.0263283773328315,-0.4862751364707947,0.0031164210431534893
2008-09-30,0.013395666847616684,0.004336734257356025,0.003020218311227418,0.016940516129767633,0.018695878067438255,-0.2828662395477295,0.0045263477744837185
2008-10-31,0.013552933789246874,0.004547744063581331,0.00136578326619905,0.017820965935258237,0.028537472363276507,0.19434602558612823,0.0037336608043688105
2008-11-30,0.014041460060464033,0.004466224434141509,0.0009379496811689082,0.017420865077138966,0.029179683743418186,0.2657957673072815,0.004143962455511267
2008-12-31,0.011748354547590502,0.002464130146443354,0.0020949434972758556,0.02390697299474289,0.022267527718340258,0.08353589475154877,0.0018565128399847142
2009-01-31,0.013690971301059621,0.0022750189589322766,0.0016493111611713244,0.023926493059255347,0.021147527680591163,-0.02838815748691559,0.004514527930055049
2009-02-28,0.014703048341993387,0.002607889157406214,0.0009047690491589965,0.02350540304371581,0.02551265284648816,0.12417994439601898,0.00686966351898176
2009-03-31,0.014882378212686016,0.004603706271034746,0.002417955108964447,0.020060779901995302,0.030620438006528528,0.03158475458621979,0.005950193402178338
2009-04-30,0.013983538588179564,0.005546476410028553,0.004155946436965072,0.015671141096893774,0.027302361356980165,-0.22149747610092163,0.004252299077786634
2009-05-31,0.01233287094355082,0.006282989053627696,0.0051513098781778375,0.011240924067274834,0.027570127256445837,-0.37661057710647583,0.0014523073861226303
2009-06-30,0.012735314250165337,0.006071691676948715,0.005074194779842596,0.009906894309545427,0.02288610121391514,-0.46240895986557007,0.0011854836350666666
2009-07-31,0.01252557696829765,0.007421630698297751,0.005673610854230338,0.010111031834880609,0.02612673951847576,-0.5182624459266663,-0.0012439799736570945
2009-08-31,0.013271989329752624,0.00847354862115127,0.005819232740990664,0.008739578281397887,0.023848107195237767,-0.5689668655395508,-0.0018218933292714424
2009-09-30,0.013361656955023463,0.007806658907390216,0.005595123494018701,0.011487928925599716,0.024120883977277352,-0.5970176458358765,-0.0019859919303897152
2009-10-31,0.014037992075272046,0.007349643836396954,0.00442134908010434,0.011298730111351282,0.023490324907489788,-0.4987529516220093,-0.00017788406181526103
2009-11-30,0.013697265051963597,0.007332655306262282,0.004159127346790338,0.012162698231292006,0.025160805291407882,-0.4744088649749756,-0.0007548803840843386
2009-12-31,0.013958539102138824,0.00739557340552274,0.004525032517814094,0.014730823882233684,0.025949784568582296,-0.5499470829963684,-0.0005383829995867853
2010-01-31,0.012527631501305599,0.006601536891773426,0.004465927155463543,0.010923648351282383,0.029176350363377748,-0.4799579679965973,0.004992933644655053
2010-02-28,0.013023546134825889,0.00651495043085175,0.004243727767721059,0.007193637891440816,0.02626553962342223,-0.47280222177505493,0.007587368678735788
2010-03-31,0.017804836533628552,0.0077580719835156214,0.003968458564783015,0.008695077337542637,0.03009951841762506,-0.4930746555328369,0.006113441831141684
2010-04-30,0.01504040109223788,0.007143294343537545,0.004689921049859557,0.012557971735400133,0.028414444904844877,-0.5484970211982727,0.005401376458804131
2010-05-31,0.013548374958560304,0.006103651901379738,0.003778033348262609,0.018839801341031557,0.02519919848310888,-0.34339994192123413,0.004589307136600756
2010-06-30,0.008607415090280072,0.004556303312720566,0.0022171264621821986,0.014323876783892308,0.02438782072452051,-0.0679505243897438,0.005804609376463861
2010-07-31,0.01144412884410322,0.00577884228378151,0.002500673975751243,0.012027488314837503,0.02568232274480823,-0.20759233832359314,0.005676955186208984
2010-08-31,0.010825045308419497,0.004978838618669824,0.0015984565442202568,0.016170256228964834,0.0296417581031043,-0.03059948980808258,0.00486917198588153
2010-09-30,0.0077936566527249595,0.00442852957509772,0.0022323551696055576,0.017453405542227546,0.03035109899744158,-0.12623345851898193,0.002423143001806952
2010-10-31,0.007581960264929352,0.004552848881583157,0.0027029689761228744,0.016786976124250584,0.030384173188802904,-0.2294478416442871,0.002106777574349329
2010-11-30,0.009704824586053077,0.005499953479224775,0.003968395485581153,0.01257289210119884,0.0260617014660836,-0.46513667702674866,0.005925955816992184
2010-12-31,0.009627549032602108,0.005162443938598263,0.0037402107776931836,0.01623262376563439,0.02395107571349935,-0.4353255033493042,0.006590032207005691
2011-01-31,0.012272421868514313,0.005623533677796167,0.003669723020211869,0.019210316428160283,0.02316995000373307,-0.42921245098114014,0.006206373125490465
2011-02-28,0.012029833622929238,0.005509605663261379,0.003575029014359175,0.019651066329460013,0.022609238808846677,-0.39672523736953735,0.005646070949650954
2011-03-31,0.01359528025834688,0.006465101440702611,0.004052704616593587,0.020618569828050957,0.029237438677507506,-0.4716493785381317,0.0017765784895831613
2011-04-30,0.011838077359870056,0.00587949132271306,0.00394563057061611,0.019985218589653332,0.028287194858959863,-0.45207345485687256,0.0015208328518312754
2011-05-31,0.010027199378230548,0.0049739752547118335,0.002798448045691222,0.012651316006786005,0.027027282537852262,-0.2077910453081131,0.0024423819279497947
2011-06-30,0.011998058098725633,0.00573727925599459,0.0025994157687161826,0.01196922176015432,0.026516686752297833,-0.2379501909017563,0.006792613605038991
2011-07-31,0.012583572703505054,0.0050458294792914485,0.0019429656706114115,0.010648839492165278,0.022533267743007963,-0.28363412618637096,0.005378855147876955
2011-08-31,0.009611772345661154,0.004830364452288308,0.0022305829233691737,0.021835415731064848,0.03422359126330524,-0.16255123913288128,0.0029080569354919903
2011-09-30,0.0119959895775728,0.004137710553998778,0.0007738837380020739,0.021013391341462705,0.03187074759850343,-0.0602598935365678,0.006035164190021638
2011-10-31,0.009509987553602203,0.00439739286379527,0.0014498784714771563,0.01773317353224006,0.028214957702517075,-0.17224797606468212,0.004705366763591906
2011-11-30,0.00889088788473526,0.004182598511057272,0.0017574824539202652,0.013137852775643942,0.020434423359059567,-0.31711971014738094,0.008556562972321555
2011-12-31,0.007483453952539585,0.0034577463457025896,0.001414032755080273,0.014914335373067805,0.021148429605721886,-0.2597254216670991,0.0077680345278350466
2012-01-31,0.008945161466317556,0.0048413864787644235,0.0030375610811779388,0.012306969968021988,0.019422831495280592,-0.46218326687812816,0.00916331634986468
2012-02-29,0.00617543909144758,0.004194669298723966,0.002908383876955963,0.01266077574632134,0.018275869372964864,-0.3879130184650422,0.00801046228059147
2012-03-31,0.006285594381594864,0.004376616464464129,0.0027676399633852636,0.011966377391038637,0.0186114616301928,-0.3938642740249635,0.007482429047691778
2012-04-30,0.004366035372936831,0.004267333996934163,0.0027396627154621235,0.0134262061199795,0.02339456883032163,-0.2820556163787843,0.0029601323116020535
2012-05-31,0.008114171001097615,0.004341413401307368,0.002569249984145831,0.005402733262494211,0.02203327057921929,-0.17400166392326366,0.0046300877277510215
2012-06-30,0.008746557783954884,0.004862496275888421,0.0028757380592775786,0.004732212668670705,0.02223728748200851,-0.20957347750663768,0.004056693137230189
2012-07-31,0.0036136692212153233,0.0033965952544268685,0.0021792814500670504,0.012698201038779017,0.02199401023056647,-0.2001532018184663,0.0022105930984210815
2012-08-31,0.002921343095904597,0.0037287280918736542,0.002565211783131068,0.011995518281118894,0.022369739709996533,-0.1894049793481828,0.002026183052861316
2012-09-30,0.004055818947338356,0.003970381793758732,0.0024426449703871924,0.012910731282672372,0.022679377408321016,-0.16764898598194133,0.003014972830468648
2012-10-31,0.006112777057644702,0.0034607580559618796,0.0021873573532555785,0.005372201725023043,0.017472750241694247,-0.13380931317806255,0.0074237554484642265
2012-11-30,0.0021136831454388323,0.0028429515405729543,0.0018167968101649023,0.008459781173923087,0.01662772061599376,-0.10808391869068157,0.006684840249306861
2012-12-31,0.003009895692495397,0.003679095160764784,0.003354510018307164,0.014930706099938898,0.023600537855521433,-0.2643115967512132,0.003076128000575974
2013-01-31,0.0030968485999862,0.004119938548069502,0.003656140216615721,0.012259740865298316,0.017392963919861778,0.36065079028685626,0.0037120520591753543
