date,probability
2005-07-31,0.009870508685708046
2005-08-31,0.010101866908371449
2005-09-30,0.8232839107513428
2005-10-31,0.8232839107513428
2005-11-30,0.03520771861076355
2005-12-31,0.015087146311998367
2006-01-31,0.010200216434895992
2006-02-28,0.01045006513595581
2006-03-31,0.013439643196761608
2006-04-30,0.013165697455406189
2006-05-31,0.015400001779198647
2006-06-30,0.012928886339068413
2006-07-31,0.01385748852044344
2006-08-31,0.011572719551622868
2006-09-30,0.012330262921750546
2006-10-31,0.0078744413331151
2006-11-30,0.009573237970471382
2006-12-31,0.009573237970471382
2007-01-31,0.0044226087629795074
2007-02-28,0.03898029774427414
2007-03-31,0.03781662508845329
2007-04-30,0.059731971472501755
2007-05-31,0.032145071774721146
2007-06-30,0.08922191709280014
2007-07-31,0.041957464069128036
2007-08-31,0.1689443290233612
2007-09-30,0.16492946445941925
2007-10-31,0.09243808686733246
2007-11-30,0.7118752002716064
2007-12-31,0.2120121419429779
2008-01-31,0.1288798749446869
2008-02-29,0.4484643340110779
2008-03-31,0.24083547294139862
2008-04-30,0.35185664892196655
2008-05-31,0.2426307499408722
2008-06-30,0.10398323833942413
2008-07-31,0.20297616720199585
2008-08-31,0.22895556688308716
2008-09-30,0.4992167055606842
2008-10-31,0.3039027750492096
2008-11-30,0.3039027750492096
2008-12-31,0.25721848011016846
2009-01-31,0.21914096176624298
2009-02-28,0.2788654863834381
2009-03-31,0.362084299325943
2009-04-30,0.35857412219047546
2009-05-31,0.8923819661140442
2009-06-30,0.781225860118866
2009-07-31,0.710665225982666
2009-08-31,0.7681393623352051
2009-09-30,0.6847266554832458
2009-10-31,0.8400793075561523
2009-11-30,0.6569601893424988
2009-12-31,0.6147571802139282
2010-01-31,0.6862059235572815
2010-02-28,0.663110613822937
2010-03-31,0.8557217717170715
2010-04-30,0.6942281126976013
2010-05-31,0.6654762029647827
2010-06-30,0.3761146366596222
2010-07-31,0.9524472951889038
2010-08-31,0.23121051490306854
2010-09-30,0.6517720818519592
2010-10-31,0.9149305820465088
2010-11-30,0.643226146697998
2010-12-31,0.6099817156791687
2011-01-31,0.8617759346961975
